Enlace
https://www.unsa.edu.pe/
https://apps.unsa.edu.pe/unsacenter/public/
http://repositorio.unsa.edu.pe/
https://ouis.unsa.edu.pe/unsapay
http://extranet.unsa.edu.pe/sisacad/libretas/?keepThis=true&TB_iframe=true&height=302&width=450&caption=Libreta+de+Notas
https://ouis.unsa.edu.pe/tramited/#/
http://matricula.unsa.edu.pe/
http://extranet.unsa.edu.pe/sisacad/parciales18/
https://www.unsa.edu.pe/
http://matricula.unsa.edu.pe/index_posgrado_2021.html
http://matricula.unsa.edu.pe/index_posgrado_2022.html
http://matricula.unsa.edu.pe/index_posgrado_2023.html
https://www.unsa.edu.pe/
https://apps.unsa.edu.pe/legis
https://apps.unsa.edu.pe/mcgraw-hill
https://apps.unsa.edu.pe/aeds/
https://apps.unsa.edu.pe/cengage/
http://www.unsa.edu.pe/servicios/redireccionbibliotecavirtual.php
http://www.unsa.edu.pe/servicios/redireccionbiblioteca.php
https://www.unsa.edu.pe/formatos-digitales-para-tramites-universitarios/
http://extranet.unsa.edu.pe/sisacad/sisdoce/acad_login.php
https://aulavirtual.unsa.edu.pe/2023B/
https://www.unsa.edu.pe/directorio/
http://mail.unsa.edu.pe
http://www.unsa.edu.pe/en/
http://transparencia.unsa.edu.pe/
https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=10406
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/resena-historica/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/rector-de-la-universidad/
https://www.unsa.edu.pe/vicerrector-academico/
https://www.unsa.edu.pe/vicerrector-de-investigacion/
https://www.unsa.edu.pe/anteriores-rectores/
https://www.unsa.edu.pe/mision/
https://www.unsa.edu.pe/objetivos-estrategicos-institucionales/
https://www.unsa.edu.pe/politica-de-calidad-institucional/
https://www.unsa.edu.pe/tribunaldehonor/
https://www.unsa.edu.pe/defensoria-universitaria/
http://www.unsa.edu.pe/ouresponsabilidadsocial/
https://www.unsa.edu.pe/organo-de-control-institucional-oci/
https://www.unsa.edu.pe/
http://transparencia.unsa.edu.pe/handle/123456789/1023
https://www.unsa.edu.pe/vice_acade/cronograma-de-actividades-academicas-de-la-escuela-de-posgrado/
http://www.unsa.edu.pe/wp-content/uploads/2017/10/modelo-educativo-unsa-nuevo-2.pdf
http://www.unsa.edu.pe/transparencia/docs/ESTATUTO_UNSA_FINAL_2016_aprobado.pdf
https://www.unsa.edu.pe/organigrama-2023/
https://www.unsa.edu.pe/presupuesto-institucional-de-apertura-2022/
http://transparencia.unsa.edu.pe
https://www.unsa.edu.pe/mapa-de-la-universidad/
https://www.unsa.edu.pe/categorias_comunicados/comite-electoral/
http://www.unsa.edu.pe/oucalidad/
https://www.unsa.edu.pe/
https://admision.unsa.edu.pe/
http://posgrado.unsa.edu.pe
https://www.unsa.edu.pe/
http://fip.unsa.edu.pe
http://fip.unsa.edu.pe/ingquimica
http://fip.unsa.edu.pe/ingambiental
http://fip.unsa.edu.pe/ingmateriales
http://fip.unsa.edu.pe/ingmetalurgica
http://fip.unsa.edu.pe/ingalimentarias
http://fips.unsa.edu.pe
http://fips.unsa.edu.pe/ingenieriadesistemas
http://fips.unsa.edu.pe/ingenierialectrica
http://fips.unsa.edu.pe/ingenieriaelectronica
http://fips.unsa.edu.pe/ingenieriamecanica
http://fips.unsa.edu.pe/ingenieriaindustrial
http://fips.unsa.edu.pe/cienciadelacomputacion
http://fips.unsa.edu.pe/telecomunicaciones/
http://fggm.unsa.edu.pe
http://fggm.unsa.edu.pe/inggeofisica
http://fggm.unsa.edu.pe/inggeologica
http://fggm.unsa.edu.pe/ingminas
http://fic.unsa.edu.pe
http://fic.unsa.edu.pe/ingcivil
http://fic.unsa.edu.pe/ingsanitaria
http://fcnf.unsa.edu.pe
http://fcnf.unsa.edu.pe/fisica
http://fcnf.unsa.edu.pe/matematica
http://fcnf.unsa.edu.pe/quimica/
http://fau.unsa.edu.pe/
http://fcb.unsa.edu.pe
http://fcb.unsa.edu.pe/biologia/
http://fcb.unsa.edu.pe/nutricion
http://fcb.unsa.edu.pe/pesquera
http://fmd.unsa.edu.pe/
http://fen.unsa.edu.pe
http://fagr.unsa.edu.pe
http://fccf.unsa.edu.pe/
http://fccf.unsa.edu.pe/contabilidad
http://fccf.unsa.edu.pe/finanzas/
http://fec.unsa.edu.pe
http://fde.unsa.edu.pe
http://fchs.unsa.edu.pe
http://fchs.unsa.edu.pe/trabajosocial/
http://fchs.unsa.edu.pe/antropologia
http://fchs.unsa.edu.pe/turismo
http://fchs.unsa.edu.pe/sociologia
http://fchs.unsa.edu.pe/historia/
http://fpsrriicc.unsa.edu.pe
http://fpsrriicc.unsa.edu.pe/psicologia
http://fpsrriicc.unsa.edu.pe/relindustriales
http://fpsrriicc.unsa.edu.pe/ciecomunicacion/perfil-del-egresado-especialidad-de-periodismo/
http://fpsrriicc.unsa.edu.pe/ciecomunicacion/competencias-de-especialidad-de-relaciones-publicas/
http://ffh.unsa.edu.pe
http://ffh.unsa.edu.pe/filosofia
http://ffh.unsa.edu.pe/literatura
http://ffh.unsa.edu.pe/artes/perfil-del-egresado-especialidad-de-plasticas/
http://ffh.unsa.edu.pe/artes/perfil-del-egresado-especialidad-de-musica/
http://fad.unsa.edu.pe
http://fad.unsa.edu.pe/administracion
http://fad.unsa.edu.pe/marketing
http://fad.unsa.edu.pe/bancayseguros/
http://fad.unsa.edu.pe/gestion/perfil-del-egresado-de-gestion-con-mencion-en-gestion-publica/
http://fad.unsa.edu.pe/gestion/perfil-del-egresado-de-gestion-con-mencion-en-gestion-de-empresas/
http://fad.unsa.edu.pe/gestion/perfil-del-egresado-de-gestion-con-mencion-en-gestion-de-proyectos/
http://fce.unsa.edu.pe/
http://fce.unsa.edu.pe/competencias-de-especialidad-ciencias-naturales/
http://fce.unsa.edu.pe/competencias-de-especialidad-de-ciencias-sociales/
http://fce.unsa.edu.pe/competencias-de-especialidad-informatica-educativa/
http://fce.unsa.edu.pe/competencias-de-especialidad-educacion-fisica/
http://fce.unsa.edu.pe/competencias-de-especialidad-educacion-inicial/
http://fce.unsa.edu.pe/competencias-de-especialidad-educacion-primaria/
http://fce.unsa.edu.pe/competencias-de-especialidad-fisico-matematica/
http://fce.unsa.edu.pe/competencias-de-especialidad-lengua-literatura-filosofia-y-psicologia/
http://fce.unsa.edu.pe/competencias-de-especialidad-idiomasingles-frances/
https://www.unsa.edu.pe/
http://posgrado.unsa.edu.pe/
http://posgrado.unsa.edu.pe/categorias/doctorados/
http://posgrado.unsa.edu.pe/maestrias-ingenierias/
http://posgrado.unsa.edu.pe/maestrias-biomedicas/
http://posgrado.unsa.edu.pe/maestrias-sociales/
http://vri.unsa.edu.pe
https://www.unsa.edu.pe/produccion-y-servicios/
https://www.unsa.edu.pe/upacdr/
https://www.unsa.edu.pe/buscador/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/resena-historica/
https://www.unsa.edu.pe/
https://www.unsa.edu.pe/rector-de-la-universidad/
https://www.unsa.edu.pe/vicerrector-academico/
https://www.unsa.edu.pe/vicerrector-de-investigacion/
https://www.unsa.edu.pe/anteriores-rectores/
https://www.unsa.edu.pe/mision/
https://www.unsa.edu.pe/objetivos-estrategicos-institucionales/
https://www.unsa.edu.pe/politica-de-calidad-institucional/
https://www.unsa.edu.pe/tribunaldehonor/
https://www.unsa.edu.pe/defensoria-universitaria/
http://www.unsa.edu.pe/ouresponsabilidadsocial/
https://www.unsa.edu.pe/organo-de-control-institucional-oci/
https://www.unsa.edu.pe/
http://transparencia.unsa.edu.pe/handle/123456789/1023
https://www.unsa.edu.pe/vice_acade/cronograma-de-actividades-academicas-de-la-escuela-de-posgrado/
http://www.unsa.edu.pe/wp-content/uploads/2017/10/modelo-educativo-unsa-nuevo-2.pdf
http://www.unsa.edu.pe/transparencia/docs/ESTATUTO_UNSA_FINAL_2016_aprobado.pdf
